Cruise,Station,Type,yyyy-mm-ddThh:mm:ss.sss,Longitude [degrees_east],Latitude [degrees_north],Bot. Depth [m],StnNo,CastNo,Depth [m],CTD-Temperature [・ｰC],CTD-Salinity,CTD-Oxygen [~$m~#mol/kg],CTD-Oxygen_SBE43 [~$m~#mol/kg],Fluorescence [~$m~#g/L],Transmission [%],PAR [~$m~#E/m~^2~#/s],LogE1 [m~^2~#/s~^3~#],LogE2 [m~^2~#/s~^3~#],LogX [K~^2~#/s],LogKrho1 [m~^2~#/s],LogKrho2 [m~^2~#/s],Salinity,Oxygen [~$m~#mol/kg],DIC [~$m~#mol/kg],Total Alkalinity [~$m~#mol/kg],Nitrate [~$m~#mol/kg],Nitrite [~$m~#mol/kg],Silicate [~$m~#mol/kg],Phosphate [~$m~#mol/kg],Ammonium [~$m~#mol/kg],Total N [~$m~#mol/kg],Chl-a [~$m~#g/L],Chl-a >20 ~$m~#m [~$m~#g/L],Chl-a 10-20 ~$m~#m [~$m~#g/L],Chl-a 2-10 ~$m~#m [~$m~#g/L],Chl-a <2 ~$m~#m [~$m~#g/L],d-POC_C1 [mgC/m~^3~#/day],d-POC_C2 [mgC/m~^3~#/day],Grad_Si [~$m~#mol/kg/m],Grad_P [~$m~#mol/kg/m],Grad_N [~$m~#mol/kg/m],Day of Year (station date) [days],Krho1 [m~^2~#/s],Krho2 [m~^2~#/s],Flux_Si1 [mmol/m~^2~#/s],Flux_Si2 [mmol/m~^2~#/s],Flux_P1 [mmol/m~^2~#/s],Flux_P2 [mmol/m~^2~#/s],Flux_N1 [mmol/m~^2~#/s],Flux_N2 [mmol/m~^2~#/s],Log_Flux_Si1 [mmol/m~^2~#/s],Log_Flux_Si2 [mmol/m~^2~#/s],Log_Flux_P1 [mmol/m~^2~#/s],Log_Flux_P2 [mmol/m~^2~#/s],Log_Flux_N1 [mmol/m~^2~#/s],Log_Flux_N2 [mmol/m~^2~#/s],Potential Density Anomaly ~$s~#~_0 [kg/m~^3]
MR13-06,41_43,C,2013-09-21T08:46,191.7605,72.7517,56,41,43,5,2.0268,31.6268,348.73001,347.76999,0.776,96.094,1.132,-999,-999,-999,-999,-999,31.62608,348.89001,1992.07996,2175.03003,0.067,0.02,1.777,0.3907,0.03,0.117,0.765,-999,-999,-999,-999,-999,-999,0.003,-0.0027,-0.007,264.3653,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,25.272146
MR13-06,41_43,C,2013-09-21T08:46,191.7605,72.7517,56,41,43,6,2.0268,31.6268,348.73001,347.76999,0.776,96.094,1.132,-999,-999,-999,-999,-999,31.6243,349.14999,1992,2174.69995,0.06,0.02,1.78,0.388,0.03,0.11,0.77,-999,-999,-999,-999,-999,-999,-0.005,0.0002,-0.003,264.3653,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,25.272128
MR13-06,41_43,C,2013-09-21T08:46,191.7605,72.7517,56,41,43,7,2.0181,31.626,348.91,347.39999,0.799,96.062,1.391,-999,-999,-999,-999,-999,31.62432,349.06799,1992.03003,2173.75,0.057,0.018,1.775,0.3882,0.032,0.107,0.76,-999,-999,-999,-999,-999,-999,-0.005,0.0003,-0.002,264.3653,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,25.272087
MR13-06,41_43,C,2013-09-21T08:46,191.7605,72.7517,56,41,43,8,2.02,31.6258,348.72,347.70001,0.791,96.077,0.784,-999,-999,-999,-999,-999,31.62435,348.98499,1992.05005,2172.80005,0.055,0.015,1.77,0.3885,0.035,0.105,0.75,-999,-999,-999,-999,-999,-999,-0.005,0.0003,-0.002,264.3653,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,25.271775
MR13-06,41_43,C,2013-09-21T08:46,191.7605,72.7517,56,41,43,9,2.0178,31.6262,348.81,347.34,0.751,96.129,0.379,-999,-999,-999,-999,-999,31.62437,348.90302,1992.06995,2171.8501,0.053,0.012,1.765,0.3888,0.038,0.103,0.74,-999,-999,-999,-999,-999,-999,-0.005,0.0002,-0.003,264.3653,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,25.272234
MR13-06,41_43,C,2013-09-21T08:46,191.7605,72.7517,56,41,43,10,2.0121,31.6262,348.72,347.59,0.744,96.176,0.293,-999,-999,-999,-999,-999,31.6244,348.82001,1992.09998,2170.8999,0.05,0.01,1.76,0.389,0.04,0.1,0.73,-999,-999,-999,-999,-999,-999,-0.005,0.0027,0.007,264.3653,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,25.272621
MR13-06,41_43,C,2013-09-21T08:46,191.7605,72.7517,56,41,43,11,1.9977,31.6251,349.32001,347.5,0.751,96.137,0.159,-999,-999,-999,-999,-999,31.63566,350.41199,1993.39001,2171.94995,0.056,0.01,1.755,0.3917,0.041,0.107,0.732,-999,-999,-999,-999,-999,-999,-0.005,0.0027,0.007,264.3653,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,25.272761
MR13-06,41_43,C,2013-09-21T08:46,191.7605,72.7517,56,41,43,12,2.001,31.626,349.10999,347.76999,0.786,96.161,0.124,-999,-999,-999,-999,-999,31.64692,352.004,1994.68005,2173,0.062,0.01,1.75,0.3944,0.042,0.114,0.734,-999,-999,-999,-999,-999,-999,-0.005,0.0027,0.007,264.3653,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,25.273251
MR13-06,41_43,C,2013-09-21T08:46,191.7605,72.7517,56,41,43,13,2.008,31.6261,348.73999,348.04999,0.733,96.214,0.079,-999,-999,-999,-999,-999,31.65818,353.59601,1995.96997,2174.05005,0.068,0.01,1.745,0.3971,0.043,0.121,0.736,-999,-999,-999,-999,-999,-999,-0.005,0.0027,0.007,264.3653,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,25.272839
MR13-06,41_43,C,2013-09-21T08:46,191.7605,72.7517,56,41,43,14,2.0063,31.6249,348.94,348.25,0.805,94.787,0.021,-999,-999,-999,-999,-999,31.66944,355.18799,1997.26001,2175.1001,0.074,0.01,1.74,0.3998,0.044,0.128,0.738,-999,-999,-999,-999,-999,-999,-0.005,0.0027,0.007,264.3653,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,25.272001
MR13-06,41_43,C,2013-09-21T08:46,191.7605,72.7517,56,41,43,15,1.9907,31.6249,349.32001,348.73999,0.731,95.376,0.01,-999,-999,-999,-999,-999,31.6807,356.78,1998.55005,2176.1499,0.08,0.01,1.735,0.4025,0.045,0.135,0.74,-999,-999,-999,-999,-999,-999,-0.005,0.0027,0.007,264.3653,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,25.273105
MR13-06,41_43,C,2013-09-21T08:46,191.7605,72.7517,56,41,43,16,1.978,31.6253,349.60001,348.92999,0.748,95.813,0.023,-999,-999,-999,-999,-999,31.69196,358.37201,1999.83997,2177.19995,0.086,0.01,1.73,0.4052,0.046,0.142,0.742,-999,-999,-999,-999,-999,-999,-0.005,0.0027,0.007,264.3653,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,25.274322
MR13-06,41_43,C,2013-09-21T08:46,191.7605,72.7517,56,41,43,17,1.9775,31.6256,349.67001,348.28,0.745,96.191,0,-999,-999,-999,-999,-999,31.70322,359.96399,2001.13,2178.25,0.092,0.01,1.725,0.4079,0.047,0.149,0.744,-999,-999,-999,-999,-999,-999,-0.005,0.0027,0.007,264.3653,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,25.2746
MR13-06,41_43,C,2013-09-21T08:46,191.7605,72.7517,56,41,43,18,1.9721,31.626,349.51999,348.53,0.732,96.268,0,-999,-999,-999,-999,-999,31.71448,361.556,2002.42004,2179.30005,0.098,0.01,1.72,0.4106,0.048,0.156,0.746,-999,-999,-999,-999,-999,-999,-0.005,0.0027,0.007,264.3653,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,25.275302
MR13-06,41_43,C,2013-09-21T08:46,191.7605,72.7517,56,41,43,19,1.9695,31.6259,349.67001,348.79999,0.754,96.244,0,-999,-999,-999,-999,-999,31.72574,363.14801,2003.70996,2180.3501,0.104,0.01,1.715,0.4133,0.049,0.163,0.748,-999,-999,-999,-999,-999,-999,-0.005,0.0027,0.007,264.3653,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,25.275407
MR13-06,41_43,C,2013-09-21T08:46,191.7605,72.7517,56,41,43,20,1.9684,31.6267,349.69,349.42001,0.752,96.214,0,-999,-999,-999,-999,-999,31.737,364.73999,2005,2181.3999,0.11,0.01,1.71,0.416,0.05,0.17,0.75,-999,-999,-999,-999,-999,-999,0.016,0.074,0.49599999,264.3653,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,25.276127
MR13-06,41_43,C,2013-09-21T08:46,191.7605,72.7517,56,41,43,21,1.9842,31.6264,349.64999,348.89001,0.806,96.182,0,-999,-999,-999,-999,-999,31.85534,371.586,2020.92004,2188.26001,0.458,0.016,1.726,0.49,0.192,0.666,0.782,-999,-999,-999,-999,-999,-999,0.016,0.074,0.49599999,264.3653,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,25.274882
MR13-06,41_43,C,2013-09-21T08:46,191.7605,72.7517,56,41,43,22,1.9804,31.6259,349.60001,348.92001,0.741,96.244,0,-999,-999,-999,-999,-999,31.97368,378.43201,2036.83997,2195.12012,0.806,0.022,1.742,0.564,0.334,1.162,0.814,-999,-999,-999,-999,-999,-999,0.016,0.074,0.49599999,264.3653,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,25.274857
MR13-06,41_43,C,2013-09-21T08:46,191.7605,72.7517,56,41,43,23,1.988,31.6268,349.44,348.48999,0.732,96.24,0,-999,-999,-999,-999,-999,32.09202,385.27802,2052.76001,2201.97998,1.154,0.028,1.758,0.638,0.476,1.658,0.846,-999,-999,-999,-999,-999,-999,0.016,0.074,0.49599999,264.3653,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,25.275149
MR13-06,41_43,C,2013-09-21T08:46,191.7605,72.7517,56,41,43,24,1.9919,31.6265,349.39999,343.47,0.803,96.257,0,-999,-999,-999,-999,-999,32.21036,392.12399,2068.67993,2208.84009,1.502,0.034,1.774,0.712,0.618,2.154,0.878,-999,-999,-999,-999,-999,-999,0.016,0.074,0.49599999,264.3653,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,25.27474
MR13-06,41_43,C,2013-09-21T08:46,191.7605,72.7517,56,41,43,25,1.5865,31.6725,358.16,365.20001,0.752,96.72,0,-999,-999,-999,-999,-999,32.3287,398.97,2084.6001,2215.69995,1.85,0.04,1.79,0.786,0.76,2.65,0.91,-999,-999,-999,-999,-999,-999,0.072,0.0468,0.435,264.3653,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,25.339273
MR13-06,41_43,C,2013-09-21T08:46,191.7605,72.7517,56,41,43,26,-0.1663,32.2115,419.64001,394.59,0.533,97.243,0,-999,-999,-999,-999,-999,32.3511,396.06299,2090.03003,2217.92993,2.103,0.045,1.862,0.8328,0.937,3.085,0.868,-999,-999,-999,-999,-999,-999,0.071,0.0469,0.435,264.3653,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,25.868753
MR13-06,41_43,C,2013-09-21T08:46,191.7605,72.7517,56,41,43,27,-0.3921,32.2902,432.01001,405.14001,0.517,97.376,0,-999,-999,-999,-999,-999,32.3735,393.15701,2095.46997,2220.16992,2.357,0.05,1.933,0.8797,1.113,3.52,0.827,-999,-999,-999,-999,-999,-999,0.072,0.0468,0.435,264.3653,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,25.941949
MR13-06,41_43,C,2013-09-21T08:46,191.7605,72.7517,56,41,43,28,-0.4937,32.2992,420.35001,405.03,0.511,97.957,0,-999,-999,-999,-999,-999,32.3959,390.25,2100.8999,2222.3999,2.61,0.055,2.005,0.9265,1.29,3.955,0.785,-999,-999,-999,-999,-999,-999,0.072,0.0468,0.435,264.3653,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,25.953406
MR13-06,41_43,C,2013-09-21T08:46,191.7605,72.7517,56,41,43,29,-0.7535,32.3613,402.35999,401.07999,0.392,98,0,-999,-999,-999,-999,-999,32.4183,387.34299,2106.33008,2224.62988,2.863,0.06,2.077,0.9733,1.467,4.39,0.743,-999,-999,-999,-999,-999,-999,0.071,0.0469,0.435,264.3653,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,26.013533
MR13-06,41_43,C,2013-09-21T08:46,191.7605,72.7517,56,41,43,30,-0.9249,32.3806,387.47,402.48001,0.354,97.994,0,-999,-999,-999,-999,-999,32.4407,384.43701,2111.77002,2226.87012,3.117,0.065,2.148,1.0202,1.643,4.825,0.702,-999,-999,-999,-999,-999,-999,0.072,0.0468,0.435,264.3653,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,26.035234
MR13-06,41_43,C,2013-09-21T08:46,191.7605,72.7517,56,41,43,31,-0.9424,32.4214,386.54999,393.97,0.388,97.936,0,-999,-999,-999,-999,-999,32.4631,381.53,2117.19995,2229.1001,3.37,0.07,2.22,1.067,1.82,5.26,0.66,-999,-999,-999,-999,-999,-999,0.114,0.0696,0.83399999,264.3653,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,26.068979
MR13-06,41_43,C,2013-09-21T08:46,191.7605,72.7517,56,41,43,32,-1.1327,32.4387,353.84,374.23001,0.414,97.784,0,-999,-999,-999,-999,-999,32.47453,373.077,2124.3999,2229.15991,3.917,0.079,2.334,1.1366,2.098,6.094,0.604,-999,-999,-999,-999,-999,-999,0.115,0.0695,0.833,264.3653,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,26.089262
MR13-06,41_43,C,2013-09-21T08:46,191.7605,72.7517,56,41,43,33,-1.1718,32.4738,347.39001,366.87,0.453,97.801,0,-999,-999,-999,-999,-999,32.48597,364.62299,2131.6001,2229.20996,4.463,0.088,2.449,1.2061,2.376,6.927,0.549,-999,-999,-999,-999,-999,-999,0.114,0.0696,0.833,264.3653,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,26.119031
MR13-06,41_43,C,2013-09-21T08:46,191.7605,72.7517,56,41,43,34,-1.1802,32.4853,349.01999,353.88,0.424,97.974,0,-999,-999,-999,-999,-999,32.4974,356.17001,2138.80005,2229.27002,5.01,0.097,2.563,1.2757,2.653,7.76,0.493,-999,-999,-999,-999,-999,-999,0.115,0.0695,0.83399999,264.3653,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,26.128732
MR13-06,41_43,C,2013-09-21T08:46,191.7605,72.7517,56,41,43,35,-1.2465,32.5058,336.56,328.87,0.275,98.452,0,-999,-999,-999,-999,-999,32.50883,347.71701,2146,2229.32007,5.557,0.106,2.678,1.3452,2.931,8.594,0.438,-999,-999,-999,-999,-999,-999,0.114,0.0696,0.83200002,264.3653,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,26.147464
MR13-06,41_43,C,2013-09-21T08:46,191.7605,72.7517,56,41,43,36,-1.3278,32.5203,305.54001,316.06,0.254,98.399,0,-999,-999,-999,-999,-999,32.52026,339.263,2153.19995,2229.37988,6.103,0.114,2.792,1.4148,3.209,9.426,0.382,-999,-999,-999,-999,-999,-999,0.115,0.0695,0.83399999,264.3653,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,26.16171
MR13-06,41_43,C,2013-09-21T08:46,191.7605,72.7517,56,41,43,37,-1.3351,32.5279,295.84,311.17001,0.197,98.369,0,-999,-999,-999,-999,-999,32.5317,330.81,2160.3999,2229.42993,6.65,0.123,2.907,1.4843,3.487,10.26,0.327,-999,-999,-999,-999,-999,-999,0.114,0.0696,0.833,264.3653,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,26.168207
MR13-06,41_43,C,2013-09-21T08:46,191.7605,72.7517,56,41,43,38,-1.3263,32.5474,300.60999,308.39001,0.178,98.283,0,-999,-999,-999,-999,-999,32.54313,322.35699,2167.6001,2229.48999,7.197,0.132,3.021,1.5539,3.764,11.093,0.271,-999,-999,-999,-999,-999,-999,0.115,0.0695,0.833,264.3653,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,26.183896
MR13-06,41_43,C,2013-09-21T08:46,191.7605,72.7517,56,41,43,39,-1.3116,32.5611,303.13,306.10999,0.172,98.345,0,-999,-999,-999,-999,-999,32.55457,313.90302,2174.80005,2229.54004,7.743,0.141,3.136,1.6234,4.042,11.926,0.216,-999,-999,-999,-999,-999,-999,0.114,0.0696,0.83399999,264.3653,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,26.19471
MR13-06,41_43,C,2013-09-21T08:46,191.7605,72.7517,56,41,43,40,-1.314,32.5713,301.95999,306.54999,0.145,98.44,0,-999,-999,-999,-999,-999,32.566,305.45001,2182,2229.6001,8.29,0.15,3.25,1.693,4.32,12.76,0.16,-999,-999,-999,-999,-999,-999,1.39199996,0.049,0.542,264.3653,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,26.203178
MR13-06,41_43,C,2013-09-21T08:46,191.7605,72.7517,56,41,43,41,-1.3189,32.5843,303.76001,308.19,0.151,98.51,0,-999,-999,-999,-999,-999,32.58564,300.905,2186.3999,2231.12012,8.607,0.16,4.642,1.742,4.535,13.302,0.148,-999,-999,-999,-999,-999,-999,1.39100003,0.049,0.54100001,264.3653,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,26.213957
MR13-06,41_43,C,2013-09-21T08:46,191.7605,72.7517,56,41,43,42,-1.2763,32.5944,322.73999,312.13,0.118,98.223,0,-999,-999,-999,-999,-999,32.60527,296.35999,2190.80005,2232.62988,8.923,0.17,6.033,1.791,4.75,13.843,0.137,-999,-999,-999,-999,-999,-999,1.39199996,0.049,0.542,264.3653,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,26.220999
MR13-06,41_43,C,2013-09-21T08:46,191.7605,72.7517,56,41,43,43,-1.3303,32.6127,307.78,305.25,0.133,98.309,0,-999,-999,-999,-999,-999,32.6249,291.815,2195.19995,2234.1499,9.24,0.18,7.425,1.84,4.965,14.385,0.125,-999,-999,-999,-999,-999,-999,1.39199996,0.049,0.542,264.3653,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,26.237506
MR13-06,41_43,C,2013-09-21T08:46,191.7605,72.7517,56,41,43,44,-1.3616,32.6317,294.29001,297.06,0.122,98.472,0,-999,-999,-999,-999,-999,32.64454,287.26999,2199.6001,2235.66992,9.557,0.19,8.817,1.889,5.18,14.927,0.113,-999,-999,-999,-999,-999,-999,1.39100003,0.049,0.54100001,264.3653,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,26.253901
MR13-06,41_43,C,2013-09-21T08:46,191.7605,72.7517,56,41,43,45,-1.365,32.6445,286,288.91,0.128,98.347,0,-999,-999,-999,-999,-999,32.66417,282.72501,2204,2237.17993,9.873,0.2,10.208,1.938,5.395,15.468,0.102,-999,-999,-999,-999,-999,-999,1.39199996,0.049,0.542,264.3653,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,26.264476
MR13-06,41_43,C,2013-09-21T08:46,191.7605,72.7517,56,41,43,46,-1.3788,32.6656,284.28,286.51999,0.111,98.382,0,-999,-999,-999,-999,-999,32.6838,278.17999,2208.3999,2238.69995,10.19,0.21,11.6,1.987,5.61,16.01,0.09,-999,-999,-999,-999,-999,-999,6.21999979,0.0983,0.50999999,264.3653,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,26.282074
MR13-06,41_43,C,2013-09-21T08:46,191.7605,72.7517,56,41,43,47,-1.3836,32.6768,284.78,283.79001,0.122,98.167,0,-999,-999,-999,-999,-999,32.7027,267.97,2219.53003,2240.46997,10.37,0.223,17.82,2.0853,5.927,16.52,0.093,-999,-999,-999,-999,-999,-999,6.21999979,0.0984,0.50999999,264.3653,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,26.29139
MR13-06,41_43,C,2013-09-21T08:46,191.7605,72.7517,56,41,43,48,-1.4216,32.7033,270.79999,273.57999,0.127,93.166,0,-999,-999,-999,-999,-999,32.7216,257.76001,2230.66992,2242.22998,10.55,0.237,24.04,2.1837,6.243,17.03,0.097,-999,-999,-999,-999,-999,-999,6.21999979,0.0983,0.50999999,264.3653,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,26.314043
MR13-06,41_43,C,2013-09-21T08:46,191.7605,72.7517,56,41,43,49,-1.4483,32.7309,252.66,259.87,0.112,81.54,0,-999,-999,-999,-999,-999,32.7405,247.55,2241.80005,2244,10.73,0.25,30.26,2.282,6.56,17.54,0.1,-999,-999,-999,-999,-999,-999,-999,-999,-999,264.3653,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,26.337266
MR13-06,41_43,C,2013-09-21T08:46,191.7605,72.7517,56,41,43,50,-1.457,32.7405,247.91,252.81,0.119,77.699,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,264.3653,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,26.34539
MR13-06,41_43,C,2013-09-21T08:46,191.7605,72.7517,56,41,43,51,-1.4639,32.7523,246.25999,251.33,0.108,75.735,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,264.3653,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,26.355212
MR13-06,41_43,C,2013-09-21T08:46,191.7605,72.7517,56,41,43,52,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,264.3653,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
MR13-06,41_43,C,2013-09-21T08:46,191.7605,72.7517,56,41,43,53,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,264.3653,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
MR13-06,41_43,C,2013-09-21T08:46,191.7605,72.7517,56,41,43,54,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,264.3653,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
MR13-06,41_43,C,2013-09-21T08:46,191.7605,72.7517,56,41,43,55,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,264.3653,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
MR13-06,41_43,C,2013-09-21T08:46,191.7605,72.7517,56,41,43,56,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,264.3653,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
MR13-06,41_44,C,2013-09-21T14:44,191.75281,72.7507,56,41,44,0,2.09,31.6449,346.42001,345.22,0.792,96.116,1.681,-999,-999,-999,-999,-999,31.6515,346.04999,1993.5,2172.30005,0.06,0.01,1.44,0.38,0.01,0.08,0.81,-999,-999,-999,-999,-999,-999,-0.01,-0.0002,0,264.6139,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,25.282201
MR13-06,41_44,C,2013-09-21T14:44,191.75281,72.7507,56,41,44,1,2.09,31.6449,346.42001,345.22,0.792,96.116,1.681,-999,-999,-999,-999,-999,31.65082,346.09799,1993.23999,2172.58008,0.056,0.012,1.43,0.3798,0.012,0.08,0.814,-999,-999,-999,-999,-999,-999,-0.01,-0.0002,0,264.6139,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,25.282183
MR13-06,41_44,C,2013-09-21T14:44,191.75281,72.7507,56,41,44,2,2.09,31.6449,346.42001,345.22,0.792,96.116,1.681,-999,-999,-999,-999,-999,31.65014,346.146,1992.97998,2172.86011,0.052,0.014,1.42,0.3796,0.014,0.08,0.818,-999,-999,-999,-999,-999,-999,-0.01,-0.0002,0,264.6139,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,25.282166
MR13-06,41_44,C,2013-09-21T14:44,191.75281,72.7507,56,41,44,3,2.09,31.6449,346.42001,345.22,0.792,96.116,1.681,-999,-999,-999,-999,-999,31.64946,346.194,1992.71997,2173.13989,0.048,0.016,1.41,0.3794,0.016,0.08,0.822,-999,-999,-999,-999,-999,-999,-0.01,-0.0002,0,264.6139,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,25.282149
MR13-06,41_44,C,2013-09-21T14:44,191.75281,72.7507,56,41,44,4,2.09,31.6449,346.42001,345.22,0.792,96.116,1.681,-999,-999,-999,-999,-999,31.64878,346.242,1992.45996,2173.41992,0.044,0.018,1.4,0.3792,0.018,0.08,0.826,-999,-999,-999,-999,-999,-999,-0.01,-0.0002,0,264.6139,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,25.282132
MR13-06,41_44,C,2013-09-21T14:44,191.75281,72.7507,56,41,44,5,2.09,31.6449,346.42001,345.22,0.792,96.116,1.681,-999,-999,-999,-999,-999,31.6481,346.29001,1992.19995,2173.69995,0.04,0.02,1.39,0.379,0.02,0.08,0.83,-999,-999,-999,-999,-999,-999,0.004,0.0012,-0.006,264.6139,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,25.282115
MR13-06,41_44,C,2013-09-21T14:44,191.75281,72.7507,56,41,44,6,2.09,31.6449,346.42001,345.22,0.792,96.116,1.681,-999,-999,-999,-999,-999,31.64832,346.366,1992.12,2173.73999,0.04,0.018,1.394,0.3802,0.016,0.074,0.826,-999,-999,-999,-999,-999,-999,0.004,0.0012,-0.006,264.6139,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,25.282098
