Cruise,Station,Type,yyyy-mm-ddThh:mm:ss.sss,Longitude [degrees_east],Latitude [degrees_north],Bot. Depth [m],StnNo,CastNo,Depth [m],CTD-Temperature [・ｰC],CTD-Salinity,CTD-Oxygen [~$m~#mol/kg],CTD-Oxygen_SBE43 [~$m~#mol/kg],Fluorescence [~$m~#g/L],Transmission [%],PAR [~$m~#E/m~^2~#/s],LogE1 [m~^2~#/s~^3~#],LogE2 [m~^2~#/s~^3~#],LogX [K~^2~#/s],LogKrho1 [m~^2~#/s],LogKrho2 [m~^2~#/s],Salinity,Oxygen [~$m~#mol/kg],DIC [~$m~#mol/kg],Total Alkalinity [~$m~#mol/kg],Nitrate [~$m~#mol/kg],Nitrite [~$m~#mol/kg],Silicate [~$m~#mol/kg],Phosphate [~$m~#mol/kg],Ammonium [~$m~#mol/kg],Total N [~$m~#mol/kg],Chl-a [~$m~#g/L],Chl-a >20 ~$m~#m [~$m~#g/L],Chl-a 10-20 ~$m~#m [~$m~#g/L],Chl-a 2-10 ~$m~#m [~$m~#g/L],Chl-a <2 ~$m~#m [~$m~#g/L],d-POC_C1 [mgC/m~^3~#/day],d-POC_C2 [mgC/m~^3~#/day],Grad_Si [~$m~#mol/kg/m],Grad_P [~$m~#mol/kg/m],Grad_N [~$m~#mol/kg/m],Day of Year (station date) [days],Krho1 [m~^2~#/s],Krho2 [m~^2~#/s],Flux_Si1 [mmol/m~^2~#/s],Flux_Si2 [mmol/m~^2~#/s],Flux_P1 [mmol/m~^2~#/s],Flux_P2 [mmol/m~^2~#/s],Flux_N1 [mmol/m~^2~#/s],Flux_N2 [mmol/m~^2~#/s],Log_Flux_Si1 [mmol/m~^2~#/s],Log_Flux_Si2 [mmol/m~^2~#/s],Log_Flux_P1 [mmol/m~^2~#/s],Log_Flux_P2 [mmol/m~^2~#/s],Log_Flux_N1 [mmol/m~^2~#/s],Log_Flux_N2 [mmol/m~^2~#/s],Potential Density Anomaly ~$s~#~_0 [kg/m~^3]
MR13-06,41_13,C,2013-09-13T20:42,191.7468,72.7513,56,41,13,18,3.2191,31.1297,338.51999,338.06,0.372,97.637,27.781,-999,-999,-999,-999,-999,31.46828,385.11401,1958.14001,2166.58008,0.052,0.01,3.92,0.3744,0.046,0.108,0.484,0.055,0.04,0.136,0.147,-999,-999,0.19,0.0103,0.001,256.8625,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,24.782157
MR13-06,41_13,C,2013-09-13T20:42,191.7468,72.7513,56,41,13,19,3.0806,31.1753,341.75,338.63,0.421,97.391,25.434,-999,-999,-999,-999,-999,31.50049,389.84698,1961.31995,2169.34009,0.051,0.01,4.11,0.3847,0.048,0.109,0.502,0.052,0.04,0.141,0.15,-999,-999,0.19,0.0103,0.001,256.8625,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,24.830134
MR13-06,41_13,C,2013-09-13T20:42,191.7468,72.7513,56,41,13,20,2.9911,31.2051,346.29999,336.48999,0.461,97.41,23.36,-999,-999,-999,-999,-999,31.5327,394.57999,1964.5,2172.1001,0.05,0.01,4.3,0.395,0.05,0.11,0.52,0.049,0.04,0.146,0.152,-999,-999,0.25299999,0.0227,0.063,256.8625,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,24.861294
MR13-06,41_13,C,2013-09-13T20:42,191.7468,72.7513,56,41,13,21,2.6663,31.2609,354.14999,356.98001,0.5,97.333,21.393,-999,-999,-999,-999,-999,31.72843,412.64999,1981.27002,2183.92993,0.07,0.01,4.553,0.4177,0.093,0.173,0.493,0.046,0.04,0.15,0.155,-999,-999,0.25400001,0.0226,0.064,256.8625,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,24.93195
MR13-06,41_13,C,2013-09-13T20:42,191.7468,72.7513,56,41,13,22,1.1655,31.5405,403.57999,392.67001,0.494,97.485,19.94,-999,-999,-999,-999,-999,31.92417,430.72,1998.03003,2195.77002,0.09,0.01,4.807,0.4403,0.137,0.237,0.467,0.043,0.04,0.155,0.157,-999,-999,0.25299999,0.0227,0.063,256.8625,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,25.259349
MR13-06,41_13,C,2013-09-13T20:42,191.7468,72.7513,56,41,13,23,0.4794,31.7821,440.87,421.39001,0.454,97.592,18.253,-999,-999,-999,-999,-999,32.1199,448.79001,2014.80005,2207.6001,0.11,0.01,5.06,0.463,0.18,0.3,0.44,0.04,0.04,0.16,0.16,-999,-999,0.049,0.0246,0.162,256.8625,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,25.491682
MR13-06,41_13,C,2013-09-13T20:42,191.7468,72.7513,56,41,13,24,0.3686,31.9068,453.63,431.95001,0.44,97.545,16.559,-999,-999,-999,-999,-999,32.16617,442.97,2024.10999,2210.33008,0.216,0.013,5.109,0.4876,0.233,0.462,0.409,-999,-999,-999,-999,-999,-999,0.048,0.0245,0.161,256.8625,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,25.597807
MR13-06,41_13,C,2013-09-13T20:42,191.7468,72.7513,56,41,13,25,0.2168,32.0203,451.72,435.16,0.42,97.493,14.748,-999,-999,-999,-999,-999,32.21244,437.14999,2033.43005,2213.06006,0.321,0.016,5.157,0.5121,0.286,0.623,0.377,-999,-999,-999,-999,-999,-999,0.049,0.0246,0.162,256.8625,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,25.696822
MR13-06,41_13,C,2013-09-13T20:42,191.7468,72.7513,56,41,13,26,-0.0807,32.098,453.72,435.67999,0.402,97.985,13.404,-999,-999,-999,-999,-999,32.25872,431.32999,2042.73999,2215.79004,0.427,0.019,5.206,0.5367,0.339,0.785,0.346,-999,-999,-999,-999,-999,-999,0.048,0.0246,0.16,256.8625,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,25.773388
MR13-06,41_13,C,2013-09-13T20:42,191.7468,72.7513,56,41,13,27,-0.4698,32.2083,443.12,435.13,0.362,98.231,12.165,-999,-999,-999,-999,-999,32.30499,425.51001,2052.06006,2218.51001,0.533,0.021,5.254,0.5613,0.391,0.945,0.314,-999,-999,-999,-999,-999,-999,0.049,0.0246,0.162,256.8625,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,25.8789
MR13-06,41_13,C,2013-09-13T20:42,191.7468,72.7513,56,41,13,28,-0.6497,32.2439,432.32001,436.70999,0.333,98.276,10.711,-999,-999,-999,-999,-999,32.35126,419.69,2061.37012,2221.23999,0.639,0.024,5.303,0.5859,0.444,1.107,0.283,-999,-999,-999,-999,-999,-999,0.048,0.0245,0.161,256.8625,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,25.914674
MR13-06,41_13,C,2013-09-13T20:42,191.7468,72.7513,56,41,13,29,-0.7204,32.3038,437.20001,441.57999,0.317,98.231,9.653,-999,-999,-999,-999,-999,32.39753,413.87,2070.68994,2223.96997,0.744,0.027,5.351,0.6104,0.497,1.268,0.251,-999,-999,-999,-999,-999,-999,0.049,0.0246,0.162,256.8625,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,25.96582
MR13-06,41_13,C,2013-09-13T20:42,191.7468,72.7513,56,41,13,30,-0.5548,32.365,453.39001,441.29999,0.328,98.295,8.828,-999,-999,-999,-999,-999,32.4438,408.04999,2080,2226.69995,0.85,0.03,5.4,0.635,0.55,1.43,0.22,-999,-999,-999,-999,-999,-999,-0.233,0.107,1.16100001,256.8625,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,26.009197
MR13-06,41_13,C,2013-09-13T20:42,191.7468,72.7513,56,41,13,31,-0.7049,32.4138,446.82999,437.23001,0.225,98.642,7.916,-999,-999,-999,-999,-999,32.45821,398.05499,2090.11011,2227.47998,1.625,0.042,5.167,0.742,0.924,2.591,0.207,-999,-999,-999,-999,-999,-999,-0.233,0.107,1.16100001,256.8625,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,26.054462
MR13-06,41_13,C,2013-09-13T20:42,191.7468,72.7513,56,41,13,32,-0.7941,32.4324,430.92001,430.14001,0.194,98.68,7.068,-999,-999,-999,-999,-999,32.47262,388.06,2100.21997,2228.26001,2.4,0.054,4.934,0.849,1.298,3.752,0.194,-999,-999,-999,-999,-999,-999,-0.233,0.107,1.16100001,256.8625,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,26.072873
MR13-06,41_13,C,2013-09-13T20:42,191.7468,72.7513,56,41,13,33,-0.8239,32.4626,424.78,419.82001,0.173,98.672,6.456,-999,-999,-999,-999,-999,32.48703,378.065,2110.33008,2229.04004,3.175,0.066,4.701,0.956,1.672,4.913,0.181,-999,-999,-999,-999,-999,-999,-0.233,0.107,1.16100001,256.8625,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,26.098498
MR13-06,41_13,C,2013-09-13T20:42,191.7468,72.7513,56,41,13,34,-0.978,32.4606,400.32001,411.62,0.164,98.802,5.937,-999,-999,-999,-999,-999,32.50144,368.07001,2120.43994,2229.82007,3.95,0.078,4.468,1.063,2.046,6.074,0.168,-999,-999,-999,-999,-999,-999,-0.233,0.107,1.16100001,256.8625,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,26.102292
MR13-06,41_13,C,2013-09-13T20:42,191.7468,72.7513,56,41,13,35,-0.9708,32.5343,406.64999,417.16,0.166,98.886,5.332,-999,-999,-999,-999,-999,32.51585,358.07501,2130.55005,2230.6001,4.725,0.09,4.235,1.17,2.42,7.235,0.155,-999,-999,-999,-999,-999,-999,-0.233,0.107,1.16100001,256.8625,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,26.161855
MR13-06,41_13,C,2013-09-13T20:42,191.7468,72.7513,56,41,13,36,-0.956,32.5224,428.25,408.45999,0.153,98.869,4.874,-999,-999,-999,-999,-999,32.53026,348.07999,2140.65991,2231.37988,5.5,0.102,4.002,1.277,2.794,8.396,0.142,-999,-999,-999,-999,-999,-999,-0.233,0.107,1.16100001,256.8625,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,26.151849
MR13-06,41_13,C,2013-09-13T20:42,191.7468,72.7513,56,41,13,37,-1.1904,32.5449,384.09,387.32001,0.147,98.871,4.477,-999,-999,-999,-999,-999,32.54467,338.08499,2150.77002,2232.15991,6.275,0.114,3.769,1.384,3.168,9.557,0.129,-999,-999,-999,-999,-999,-999,-0.233,0.107,1.16100001,256.8625,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,26.177727
MR13-06,41_13,C,2013-09-13T20:42,191.7468,72.7513,56,41,13,38,-1.2171,32.5685,360.67001,365.04999,0.144,98.837,4.106,-999,-999,-999,-999,-999,32.55908,328.09,2160.87988,2232.93994,7.05,0.126,3.536,1.491,3.542,10.718,0.116,-999,-999,-999,-999,-999,-999,-0.233,0.107,1.16100001,256.8625,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,26.197793
MR13-06,41_13,C,2013-09-13T20:42,191.7468,72.7513,56,41,13,39,-1.2574,32.5802,339.29999,347.20999,0.134,98.665,3.744,-999,-999,-999,-999,-999,32.57349,318.095,2170.98999,2233.71997,7.825,0.138,3.303,1.598,3.916,11.879,0.103,-999,-999,-999,-999,-999,-999,-0.233,0.107,1.16100001,256.8625,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,26.20861
MR13-06,41_13,C,2013-09-13T20:42,191.7468,72.7513,56,41,13,40,-1.2822,32.5831,329.42999,332.47,0.149,98.473,3.476,-999,-999,-999,-999,-999,32.5879,308.10001,2181.1001,2234.5,8.6,0.15,3.07,1.705,4.29,13.04,0.09,-999,-999,-999,-999,-999,-999,1.71399999,0.0812,0.69999999,256.8625,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,26.211821
MR13-06,41_13,C,2013-09-13T20:42,191.7468,72.7513,56,41,13,41,-1.3252,32.5891,316.92999,316.19,0.151,98.55,3.153,-999,-999,-999,-999,-999,32.61058,301.56601,2187.28003,2235.95996,8.942,0.166,4.784,1.7862,4.632,13.74,0.088,-999,-999,-999,-999,-999,-999,1.71399999,0.0812,0.69999999,256.8625,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,26.21803
MR13-06,41_13,C,2013-09-13T20:42,191.7468,72.7513,56,41,13,42,-1.3189,32.6042,303.26999,307.35001,0.135,99.025,2.836,-999,-999,-999,-999,-999,32.63326,295.03201,2193.45996,2237.41992,9.284,0.182,6.498,1.8674,4.974,14.44,0.086,-999,-999,-999,-999,-999,-999,1.71399999,0.0812,0.69999999,256.8625,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,26.230188
MR13-06,41_13,C,2013-09-13T20:42,191.7468,72.7513,56,41,13,43,-1.2943,32.6164,304.98001,306.41,0.128,99.16,2.593,-999,-999,-999,-999,-999,32.65594,288.49799,2199.63989,2238.87988,9.626,0.198,8.212,1.9486,5.316,15.14,0.084,-999,-999,-999,-999,-999,-999,1.71399999,0.0812,0.69999999,256.8625,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,26.239464
MR13-06,41_13,C,2013-09-13T20:42,191.7468,72.7513,56,41,13,44,-1.2845,32.6313,309.54001,312.89001,0.116,99.168,2.387,-999,-999,-999,-999,-999,32.67862,281.96399,2205.82007,2240.34009,9.968,0.214,9.926,2.0298,5.658,15.84,0.082,-999,-999,-999,-999,-999,-999,1.71399999,0.0812,0.69999999,256.8625,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,26.251353
MR13-06,41_13,C,2013-09-13T20:42,191.7468,72.7513,56,41,13,45,-1.3378,32.6558,310.32001,302.76999,0.118,98.98,2.183,-999,-999,-999,-999,-999,32.7013,275.42999,2212,2241.80005,10.31,0.23,11.64,2.111,6,16.54,0.08,-999,-999,-999,-999,-999,-999,0.45500001,-0.0047,-0.105,256.8625,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,26.272864
MR13-06,41_13,C,2013-09-13T20:42,191.7468,72.7513,56,41,13,46,-1.3969,32.7136,282.31,281.16,0.127,95.433,1.994,-999,-999,-999,-999,-999,32.70832,273.07001,2212.92993,2241.6001,10.225,0.23,12.095,2.1063,5.98,16.435,0.08,-999,-999,-999,-999,-999,-999,0.45500001,-0.0046,-0.105,256.8625,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,26.321517
MR13-06,41_13,C,2013-09-13T20:42,191.7468,72.7513,56,41,13,47,-1.4121,32.7426,270.54999,271.17001,0.133,88.674,1.811,-999,-999,-999,-999,-999,32.71533,270.70999,2213.87012,2241.3999,10.14,0.23,12.55,2.1017,5.96,16.33,0.08,-999,-999,-999,-999,-999,-999,0.45500001,-0.0047,-0.105,256.8625,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,26.345562
MR13-06,41_13,C,2013-09-13T20:42,191.7468,72.7513,56,41,13,48,-1.4266,32.7593,263.62,263.92999,0.128,79.789,1.595,-999,-999,-999,-999,-999,32.72235,268.35001,2214.80005,2241.19995,10.055,0.23,13.005,2.097,5.94,16.225,0.08,-999,-999,-999,-999,-999,-999,0.45500001,-0.0047,-0.105,256.8625,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,26.359611
MR13-06,41_13,C,2013-09-13T20:42,191.7468,72.7513,56,41,13,49,-1.431,32.7634,258.44,259.81,0.122,74.335,1.308,-999,-999,-999,-999,-999,32.72937,265.98999,2215.72998,2241,9.97,0.23,13.46,2.0923,5.92,16.12,0.08,-999,-999,-999,-999,-999,-999,0.45500001,-0.0046,-0.105,256.8625,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,26.363157
MR13-06,41_13,C,2013-09-13T20:42,191.7468,72.7513,56,41,13,50,-1.4324,32.7649,256.48001,257.73001,0.122,72.05,1.007,-999,-999,-999,-999,-999,32.73638,263.63,2216.66992,2240.80005,9.885,0.23,13.915,2.0877,5.9,16.015,0.08,-999,-999,-999,-999,-999,-999,0.45500001,-0.0047,-0.105,256.8625,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,26.364509
MR13-06,41_13,C,2013-09-13T20:42,191.7468,72.7513,56,41,13,51,-1.4309,32.7647,255.72,256.54001,0.122,70.983,0.681,-999,-999,-999,-999,-999,32.7434,261.26999,2217.6001,2240.6001,9.8,0.23,14.37,2.083,5.88,15.91,0.08,-999,-999,-999,-999,-999,-999,-999,-999,-999,256.8625,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,26.364368
MR13-06,41_13,C,2013-09-13T20:42,191.7468,72.7513,56,41,13,52,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,256.8625,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
MR13-06,41_13,C,2013-09-13T20:42,191.7468,72.7513,56,41,13,53,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,256.8625,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
MR13-06,41_13,C,2013-09-13T20:42,191.7468,72.7513,56,41,13,54,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,256.8625,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
MR13-06,41_13,C,2013-09-13T20:42,191.7468,72.7513,56,41,13,55,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,256.8625,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
MR13-06,41_13,C,2013-09-13T20:42,191.7468,72.7513,56,41,13,56,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,256.8625,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
MR13-06,41_14,C,2013-09-14T02:41,191.75301,72.7508,56,41,14,0,3.19,31.1534,338.87,338.39001,0.382,97.52,101.284,-999,-999,-999,-999,-999,31.1485,337.23999,1927.69995,2139.30005,0.09,0,2.06,0.276,-0.02,0.07,0.35,-999,-999,-999,-999,-999,-999,-0.006,-0.0018,-0.014,257.1118,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,24.803633
MR13-06,41_14,C,2013-09-14T02:41,191.75301,72.7508,56,41,14,1,3.19,31.1534,338.87,338.39001,0.382,97.52,101.284,-999,-999,-999,-999,-999,31.14966,337.28201,1928.12,2139.6001,0.078,0,2.054,0.2742,-0.022,0.056,0.346,-999,-999,-999,-999,-999,-999,-0.006,-0.0018,-0.014,257.1118,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,24.803618
MR13-06,41_14,C,2013-09-14T02:41,191.75301,72.7508,56,41,14,2,3.19,31.1534,338.87,338.39001,0.382,97.52,101.284,-999,-999,-999,-999,-999,31.15082,337.32401,1928.54004,2139.8999,0.066,0,2.048,0.2724,-0.024,0.042,0.342,-999,-999,-999,-999,-999,-999,-0.006,-0.0018,-0.014,257.1118,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,24.803602
MR13-06,41_14,C,2013-09-14T02:41,191.75301,72.7508,56,41,14,3,3.19,31.1534,338.87,338.39001,0.382,97.52,101.284,-999,-999,-999,-999,-999,31.15198,337.366,1928.95996,2140.19995,0.054,0,2.042,0.2706,-0.026,0.028,0.338,-999,-999,-999,-999,-999,-999,-0.006,-0.0018,-0.014,257.1118,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,24.803587
MR13-06,41_14,C,2013-09-14T02:41,191.75301,72.7508,56,41,14,4,3.19,31.1534,338.87,338.39001,0.382,97.52,101.284,-999,-999,-999,-999,-999,31.15314,337.40799,1929.38,2140.5,0.042,0,2.036,0.2688,-0.028,0.014,0.334,-999,-999,-999,-999,-999,-999,-0.006,-0.0018,-0.014,257.1118,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,24.803571
MR13-06,41_14,C,2013-09-14T02:41,191.75301,72.7508,56,41,14,5,3.1852,31.1517,338.98999,337.79999,0.391,97.533,87.36,-999,-999,-999,-999,-999,31.1543,337.45001,1929.80005,2140.80005,0.03,0,2.03,0.267,-0.03,0,0.33,-999,-999,-999,-999,-999,-999,0.053,0.0038,0,257.1118,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,24.802605
MR13-06,41_14,C,2013-09-14T02:41,191.75301,72.7508,56,41,14,6,3.1837,31.1501,338.97,337.60999,0.398,97.513,75.611,-999,-999,-999,-999,-999,31.17122,338.96201,1930.72998,2141.8999,0.032,0,2.083,0.2708,-0.032,0,0.332,-999,-999,-999,-999,-999,-999,0.054,0.0039,0,257.1118,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,24.801442
MR13-06,41_14,C,2013-09-14T02:41,191.75301,72.7508,56,41,14,7,3.185,31.1513,338.95001,337.60999,0.376,97.507,67.569,-999,-999,-999,-999,-999,31.18813,340.47299,1931.67004,2143,0.033,0,2.137,0.2747,-0.033,0,0.333,-999,-999,-999,-999,-999,-999,0.053,0.0038,0,257.1118,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,24.802273
MR13-06,41_14,C,2013-09-14T02:41,191.75301,72.7508,56,41,14,8,3.1841,31.1506,338.79999,337.64001,0.363,97.505,60.488,-7.55,-7.52,-10.97,-4.48,-4.44,31.20505,341.98499,1932.59998,2144.1001,0.035,0,2.19,0.2785,-0.035,0,0.335,-999,-999,-999,-999,-999,-999,0.053,0.0038,0,257.1118,3.311311E-05,3.63078E-05,1.75499E-06,1.92431E-06,1.2583E-07,1.3797E-07,0,0,-5.755665,-5.715665,-6.900145,-6.860146,-999,-999,24.801775
MR13-06,41_14,C,2013-09-14T02:41,191.75301,72.7508,56,41,14,9,3.1842,31.1514,338.85999,337.92001,0.374,97.552,53.096,-7.28,-7.68,-11.03,-4.39,-4.8,31.22197,343.49701,1933.53003,2145.19995,0.037,0,2.243,0.2823,-0.037,0,0.337,-999,-999,-999,-999,-999,-999,0.054,0.0039,0,257.1118,4.073804E-05,1.584892E-05,2.19985E-06,8.5584E-07,1.5888E-07,6.181E-08,0,0,-5.657548,-6.067544,-6.798865,-7.208861,-999,-999,24.802388
MR13-06,41_14,C,2013-09-14T02:41,191.75301,72.7508,56,41,14,10,3.1872,31.1561,339.09,338.35999,0.387,97.486,50.044,-8.24,-8.41,-11.06,-5.36,-5.53,31.23888,345.008,1934.46997,2146.30005,0.038,0,2.297,0.2862,-0.038,0,0.338,-999,-999,-999,-999,-999,-999,0.053,0.0038,0,257.1118,4.36516E-06,2.95121E-06,2.3135E-07,1.5641E-07,1.659E-08,1.121E-08,0,0,-6.635656,-6.805654,-7.780136,-7.950135,-999,-999,24.805866
MR13-06,41_14,C,2013-09-14T02:41,191.75301,72.7508,56,41,14,11,3.2221,31.2108,339.98999,337.28,0.432,97.12,44.339,-8.27,-8.28,-10.15,-5.6,-5.6,31.2558,346.51999,1935.40002,2147.3999,0.04,0,2.35,0.29,-0.04,0,0.34,-999,-999,-999,-999,-999,-999,0.43599999,0.0172,0.002,257.1118,2.51189E-06,2.51189E-06,1.09518E-06,1.09518E-06,4.32E-08,4.32E-08,5.02E-09,5.02E-09,-5.960452,-5.960452,-7.364395,-7.364395,-8.298884,-8.298884,24.846514
MR13-06,41_14,C,2013-09-14T02:41,191.75301,72.7508,56,41,14,12,3.3169,31.317,340.97,337.23999,0.439,96.921,40.72,-9.15,-8.91,-9.55,-6.65,-6.42,31.32066,354.711,1941.19995,2152.02002,0.04,0,2.786,0.3072,-0.038,0.002,0.357,-999,-999,-999,-999,-999,-999,0.435,0.0172,0.002,257.1118,2.2387E-07,3.8019E-07,9.738E-08,1.6538E-07,3.85E-09,6.54E-09,4.5E-10,7.6E-10,-7.011438,-6.781441,-8.414385,-8.184387,-9.348874,-9.118876,24.92302
MR13-06,41_14,C,2013-09-14T02:41,191.75301,72.7508,56,41,14,13,3.1768,31.4154,343.76999,345.19,0.49,96.878,36.782,-8.35,-8.23,-5.62,-5.99,-5.88,31.38551,362.90201,1947,2156.63989,0.04,0,3.221,0.3244,-0.036,0.004,0.373,-999,-999,-999,-999,-999,-999,0.43599999,0.0173,0.003,257.1118,1.02329E-06,1.31826E-06,4.4616E-07,5.7476E-07,1.77E-08,2.281E-08,3.07E-09,3.95E-09,-6.350448,-6.240449,-7.751874,-7.641875,-8.512791,-8.402792,25.013454
MR13-06,41_14,C,2013-09-14T02:41,191.75301,72.7508,56,41,14,14,2.49,31.6063,360.10999,363.20001,0.572,96.75,32.941,-7.45,-7.24,-4.57,-5.18,-4.97,31.45037,371.09299,1952.80005,2161.27002,0.04,0,3.657,0.3417,-0.033,0.007,0.39,-999,-999,-999,-999,-999,-999,0.435,0.0172,0.002,257.1118,6.60694E-06,1.07152E-05,2.87402E-06,4.66111E-06,1.1364E-07,1.843E-07,1.321E-08,2.143E-08,-5.541453,-5.331456,-6.9444,-6.734402,-7.878889,-7.668891,25.221416
MR13-06,41_14,C,2013-09-14T02:41,191.75301,72.7508,56,41,14,15,2.1194,31.659,374.60001,373.79001,0.563,96.743,29.763,-7.29,-7.5,-4.62,-4.97,-5.17,31.51522,379.284,1958.59998,2165.88989,0.04,0,4.092,0.3589,-0.031,0.009,0.407,-999,-999,-999,-999,-999,-999,0.43599999,0.0172,0.002,257.1118,1.07152E-05,6.76083E-06,4.67183E-06,2.94772E-06,1.843E-07,1.1629E-07,2.143E-08,1.352E-08,-5.330458,-5.530457,-6.734402,-6.9344,-7.668891,-7.868889,25.291206
MR13-06,41_14,C,2013-09-14T02:41,191.75301,72.7508,56,41,14,16,2.0788,31.6745,385.10001,379.31,0.568,96.745,26.574,-6.97,-6.86,-4.39,-4.47,-4.36,31.58008,387.47601,1964.40002,2170.51001,0.04,0,4.528,0.3761,-0.029,0.011,0.423,-999,-999,-999,-999,-999,-999,0.435,0.0172,0.002,257.1118,3.388443E-05,4.365157E-05,1.473973E-05,1.898843E-05,5.8281E-07,7.5081E-07,6.777E-08,8.73E-08,-4.831461,-4.721462,-6.234407,-6.124408,-7.168896,-7.058897,25.306537
